birdId,birdName,scientificName,found_in_xenocanto,xenocanto_recordings
494,Southern Carmine Bee-eater,Merops nubicoides,Not searched,
495,Northern Carmine Bee-eater,Merops nubicus,Not searched,
496,Rosy Bee-eater,Merops malimbicus,Not searched,
497,African Hoopoe,Upupa (epops) africana,Not searched,
498,Green Wood Hoopoe,Phoeniculus purpureus,Not searched,
499,Violet Wood Hoopoe,Phoeniculus damarensis,Not searched,
500,Common Scimitarbill,Rhinopomastus cyanomelas,Not searched,
501,Trumpeter Hornbill,Bycanistes bucinator,Not searched,
502,Silvery-cheeked Hornbill,Bycanistes brevis,Not searched,
503,Monteiro's Hornbill,Tockus monteiri,Not searched,
504,Bradfield's Hornbill,Lophoceros bradfieldi,Not searched,
505,Crowned Hornbill,Lophoceros alboterminatus,Not searched,
506,African Grey Hornbill,Lophoceros nasutus,Not searched,
507,Southern Yellow-billed Hornbill,Tockus leucomelas,Not searched,
508,Southern Red-billed Hornbill,Tockus rufirostris,Not searched,
509,Damara Red-billed Hornbill,Tockus damarensis,Not searched,
510,Cape Parrot,Poicephalus robustus,Not searched,
511,Grey-headed Parrot,Poicephalus fuscicollis,Not searched,
512,Brown-headed Parrot,Poicephalus cryptoxanthus,Not searched,
513,Meyer's Parrot,Poicephalus meyeri,Not searched,
514,Rüppell's Parrot,Poicephalus rueppellii,Not searched,
515,Rosy-faced Lovebird,Agapornis roseicollis,Not searched,
516,Lilian's Lovebird,Agapornis lilianae,Not searched,
517,Black-cheeked Lovebird,Agapornis nigrigenis,Not searched,
518,Rose-ringed Parakeet,Psittacula krameri,Not searched,
519,Narina Trogon,Apaloderma narina,Not searched,
520,House Crow,Corvus splendens,Not searched,
521,Cape Crow,Corvus capensis,Not searched,
522,Pied Crow,Corvus albus,Not searched,
523,White-necked Raven,Corvus albicollis,Not searched,
524,African Black Swift,Apus barbatus,Not searched,
525,Common Swift,Apus apus,Not searched,
526,Bradfield's Swift,Apus bradfieldi,Not searched,
527,Forbes-Watson's Swift,Apus berliozi,Not searched,
528,Alpine Swift,Tachymarptis melba,Not searched,
529,Mottled Swift,Tachymarptis aequatorialis,Not searched,
530,Little Swift,Apus affinis,Not searched,
531,Horus Swift,Apus horus,Not searched,
532,White-rumped Swift,Apus caffer,Not searched,
533,Scarce Swift,Schoutedenapus myoptilus,Not searched,
534,African Palm Swift,Cypsiurus parvus,Not searched,
535,Böhm's Spinetail,Neafrapus boehmi,Not searched,
536,Mottled Spinetail,Telacanthura ussheri,Not searched,
537,Black Saw-wing,Psalidoprocne pristoptera,Not searched,
538,White-headed Saw-wing,Psalidoprocne albiceps,Not searched,
539,Blue Swallow,Hirundo atrocaerulea,Not searched,
540,Barn Swallow,Hirundo rustica,Not searched,
541,Angolan Swallow,Hirundo angolensis,Not searched,
542,White-throated Swallow,Hirundo albigularis,Not searched,
543,Wire-tailed Swallow,Hirundo smithii,Not searched,
544,Pearl-breasted Swallow,Hirundo dimidiata,Not searched,
545,Common House Martin,Delichon urbicum,Not searched,
546,Grey-rumped Swallow,Pseudhirundo griseopyga,Not searched,
547,Lesser Striped Swallow,Cecropis abyssinica,Not searched,
548,Greater Striped Swallow,Cecropis cucullata,Not searched,
549,African Red-rumped Swallow,Cecropis melanocrissus,Not searched,
550,Mosque Swallow,Cecropis senegalensis,Not searched,
551,Red-breasted Swallow,Cecropis semirufa,Not searched,
552,South African Cliff Swallow,Petrochelidon spilodera,Not searched,
553,Mascarene Martin,Phedina borbonica,Not searched,
554,Rock Martin,Ptyonoprogne fuligula,Not searched,
555,Banded Martin,Neophedina cincta,Not searched,
556,Sand Martin,Riparia riparia,Not searched,
557,Brown-throated Martin,Riparia paludicola,Not searched,
558,African Pitta,Pitta angolensis,Not searched,
559,Common Myna,Acridotheres tristis,Not searched,
560,Common Starling,Sturnus vulgaris,Not searched,
561,Wattled Starling,Creatophora cinerea,Not searched,
562,Rosy Starling,Pastor roseus,Not searched,
563,Pied Starling,Lamprotornis bicolor,Not searched,
564,Red-winged Starling,Onychognathus morio,Not searched,
565,Pale-winged Starling,Onychognathus nabouroup,Not searched,
566,Meves's Starling,Lamprotornis mevesii,Not searched,
567,Burchell's Starling,Lamprotornis australis,Not searched,
568,Cape Glossy Starling,Lamprotornis nitens,Not searched,
569,Greater Blue-eared Starling,Lamprotornis chalybaeus,Not searched,
570,Miombo Blue-eared Starling,Lamprotornis elisabeth,Not searched,
571,Black-bellied Starling,Notopholia corusca,Not searched,
572,Sharp-tailed Starling,Lamprotornis acuticaudus,Not searched,
573,Violet-backed Starling,Cinnyricinclus leucogaster,Not searched,
574,Arrow-marked Babbler,Turdoides jardineii,Not searched,
575,Hartlaub's Babbler,Turdoides hartlaubii,Not searched,
576,Black-faced Babbler,Turdoides melanops,Not searched,
577,Southern Pied Babbler,Turdoides bicolor,Not searched,
578,Bare-cheeked Babbler,Turdoides gymnogenys,Not searched,
579,Groundscraper Thrush,Turdus litsitsirupa,Not searched,
580,Spotted Ground Thrush,Geokichla guttata,Not searched,
581,Orange Ground Thrush,Geokichla gurneyi,Not searched,
582,Kurrichane Thrush,Turdus libonyana,Not searched,
583,Karoo Thrush,Turdus smithi,Not searched,
584,Olive Thrush,Turdus olivaceus,Not searched,
585,Collared Palm Thrush,Cichladusa arquata,Not searched,
586,Rufous-tailed Palm Thrush,Cichladusa ruficauda,Not searched,
587,Cape Rock Thrush,Monticola rupestris,Not searched,
588,Sentinel Rock Thrush,Monticola explorator,Not searched,
589,Short-toed Rock Thrush,Monticola brevipes,Not searched,
590,Miombo Rock Thrush,Monticola angolensis,Not searched,
591,Cape Rockjumper,Chaetops frenatus,Not searched,
592,Drakensberg Rockjumper,Chaetops aurantius,Not searched,
593,Rockrunner,Achaetops pycnopygius,Not searched,
594,Thrush Nightingale,Luscinia luscinia,Not searched,
595,White-chested Alethe,Chamaetylas fuelleborni,Not searched,
596,East Coast Akalat,Sheppardia gunningi,Not searched,
597,White-starred Robin,Pogonocichla stellata,Not searched,
598,Swynnerton's Robin,Swynnertonia swynnertoni,Not searched,
599,Chorister Robin-Chat,Cossypha dichroa,Not searched,
600,Red-capped Robin-Chat,Cossypha natalensis,Not searched,
601,White-browed Robin-Chat,Cossypha heuglini,Not searched,
602,Cape Robin-Chat,Dessonornis caffer,Not searched,
603,White-throated Robin-Chat,Dessonornis humeralis,Not searched,
604,Angolan Cave Chat,Xenocopsychus ansorgei,Not searched,
605,White-browed Scrub Robin,Cercotrichas leucophrys,Not searched,
606,Kalahari Scrub Robin,Cercotrichas paena,Not searched,
607,Rufous-tailed Scrub Robin,Cercotrichas galactotes,Not searched,
608,Karoo Scrub Robin,Tychaedon coryphoeus,Not searched,
609,Brown Scrub Robin,Tychaedon signata,Not searched,
610,Bearded Scrub Robin,Tychaedon quadrivirgata,Not searched,
611,African Stonechat,Saxicola torquatus,Not searched,
612,Whinchat,Saxicola rubetra,Not searched,
613,Buff-streaked Chat,Campicoloides bifasciatus,Not searched,
614,Capped Wheatear,Oenanthe pileata,Not searched,
615,Northern Wheatear,Oenanthe oenanthe,Not searched,
616,Isabelline Wheatear,Oenanthe isabellina,Not searched,
617,Pied Wheatear,Oenanthe pleschanka,Not searched,
618,Mountain Wheatear,Myrmecocichla monticola,Not searched,
619,Arnot's Chat,Myrmecocichla arnotti,Not searched,
620,Ant-eating Chat,Myrmecocichla formicivora,Not searched,
621,Mocking Cliff Chat,Thamnolaea cinnamomeiventris,Not searched,
622,Boulder Chat,Pinarornis plumosus,Not searched,
623,Herero Chat,Namibornis herero,Not searched,
624,Common Redstart,Phoenicurus phoenicurus,Not searched,
625,Familiar Chat,Oenanthe familiaris,Not searched,
626,Sickle-winged Chat,Emarginata sinuata,Not searched,
627,Tractrac Chat,Emarginata tractrac,Not searched,
628,Karoo Chat,Emarginata schlegelii,Not searched,
629,White-throated Robin,Irania gutturalis,Not searched,
630,Spike-heeled Lark,Chersomanes albofasciata,Not searched,
631,Red-capped Lark,Calandrella cinerea,Not searched,
632,Large-billed Lark,Galerida magnirostris,Not searched,
633,Dusky Lark,Pinarocorys nigricans,Not searched,
634,Cape Clapper Lark,Corypha apiata,Not searched,
635,Eastern Clapper Lark,Corypha fasciolata,Not searched,
636,Flappet Lark,Amirafra rufocinnamomea,Not searched,
637,Melodious Lark,Mirafra cheniana,Not searched,
638,Monotonous Lark,Mirafra passerina,Not searched,
639,Rufous-naped Lark,Corypha africana,Not searched,
640,Sabota Lark,Calendulauda sabota,Not searched,
641,Fawn-coloured Lark,Calendulauda africanoides,Not searched,
642,Karoo Lark,Calendulauda albescens,Not searched,
643,Barlow's Lark,Calendulauda (erythrochlamys) barlowi,Not searched,
644,Dune Lark,Calendulauda erythrochlamys,Not searched,
645,Red Lark,Calendulauda burra,Not searched,
646,Short-clawed Lark,Certhilauda chuana,Not searched,
647,Eastern Long-billed Lark,Certhilauda semitorquata,Not searched,
648,Karoo Long-billed Lark,Certhilauda subcoronata,Not searched,
649,Benguela Long-billed Lark,Certhilauda (subcoronata) benguelensis,Not searched,
650,Cape Long-billed Lark,Certhilauda curvirostris,Not searched,
651,Agulhas Long-billed Lark,Certhilauda (curvirostris) brevirostris,Not searched,
652,Rudd's Lark,Heteromirafra ruddi,Not searched,
653,Botha's Lark,Spizocorys fringillaris,Not searched,
654,Pink-billed Lark,Spizocorys conirostris,Not searched,
655,Sclater's Lark,Spizocorys sclateri,Not searched,
656,Stark's Lark,Spizocorys starki,Not searched,
657,Gray's Lark,Ammomanopsis grayi,Not searched,
658,Chestnut-backed Sparrow-Lark,Eremopterix leucotis,Not searched,
659,Grey-backed Sparrow-Lark,Eremopterix verticalis,Not searched,
660,Black-eared Sparrow-Lark,Eremopterix australis,Not searched,
661,Short-tailed Pipit,Anthus brachyurus,Not searched,
662,Bushveld Pipit,Anthus caffer,Not searched,
663,Tree Pipit,Anthus trivialis,Not searched,
664,Red-throated Pipit,Anthus cervinus,Not searched,
665,African Pipit,Anthus cinnamomeus,Not searched,
666,Mountain Pipit,Anthus hoeschi,Not searched,
667,Nicholson's Pipit,Anthus nicholsoni,Not searched,
668,Wood Pipit,Anthus nyassae,Not searched,
669,Plain-backed Pipit,Anthus leucophrys,Not searched,
670,Buffy Pipit,Anthus vaalensis,Not searched,
671,African Rock Pipit,Anthus crenatus,Not searched,
672,Striped Pipit,Anthus lineiventris,Not searched,
673,Yellow-breasted Pipit,Anthus chloris,Not searched,
674,Golden Pipit,Tmetothylacus tenellus,Not searched,
675,Yellow-throated Longclaw,Macronyx croceus,Not searched,
676,Cape Longclaw,Macronyx capensis,Not searched,
677,Rosy-throated Longclaw,Macronyx ameliae,Not searched,
678,African Pied Wagtail,Motacilla aguimp,Not searched,
679,Cape Wagtail,Motacilla capensis,Not searched,
680,Mountain Wagtail,Motacilla clara,Not searched,
681,Grey Wagtail,Motacilla cinerea,Not searched,
682,Citrine Wagtail,Motacilla citreola,Not searched,
683,Western Yellow Wagtail,Motacilla flava,Not searched,
684,White Wagtail,Motacilla alba,Not searched,
685,Red-faced Mousebird,Urocolius indicus,Not searched,
686,Speckled Mousebird,Colius striatus,Not searched,
687,White-backed Mousebird,Colius colius,Not searched,
688,Red-throated Wryneck,Jynx ruficollis,Not searched,
689,Ground Woodpecker,Geocolaptes olivaceus,Not searched,
690,Olive Woodpecker,Dendropicos griseocephalus,Not searched,
691,Knysna Woodpecker,campethera notata,Not searched,
692,Golden-tailed Woodpecker,Campethera abingoni,Not searched,
693,Bennett's Woodpecker,Campethera bennettii,Not searched,
694,Speckle-throated Woodpecker,Campethera scriptoricauda,Not searched,
695,Green-backed Woodpecker,Campethera cailliautii,Not searched,
696,Cardinal Woodpecker,Dendropicos fuscescens,Not searched,
697,Bearded Woodpecker,Chloropicus namaquus,Not searched,
698,Crested Barbet,Trachyphonus vaillantii,Not searched,
699,Black-collared Barbet,Lybius torquatus,Not searched,
700,Acacia Pied Barbet,Tricholaema leucomelas,Not searched,
701,White-eared Barbet,Stactolaema leucotis,Not searched,
702,Whyte's Barbet,Stactolaema whytii,Not searched,
703,Green Barbet,Cryptolybia olivacea,Not searched,
704,Green Tinkerbird,Pogoniulus simplex,Not searched,
705,Red-fronted Tinkerbird,Pogoniulus pusillus,Not searched,
706,Yellow-fronted Tinkerbird,Pogoniulus chrysoconus,Not searched,
707,Yellow-rumped Tinkerbird,Pogoniulus bilineatus,Not searched,
708,Greater Honeyguide,Indicator indicator,Not searched,
709,Scaly-throated Honeyguide,Indicator variegatus,Not searched,
710,Lesser Honeyguide,Indicator minor,Not searched,
711,Pallid Honeyguide,Indicator meliphilus,Not searched,
712,Brown-backed Honeybird,Prodotiscus regulus,Not searched,
713,Green-backed Honeybird,Prodotiscus zambesiae,Not searched,
714,African Broadbill,Smithornis capensis,Not searched,
715,White-tailed Shrike,Lanioturdus torquatus,Not searched,
716,Black-throated Wattle-eye,Platysteira peltata,Not searched,
717,Woodward's Batis,Batis fratrum,Not searched,
718,Cape Batis,Batis capensis,Not searched,
719,Chinspot Batis,Batis molitor,Not searched,
720,Pririt Batis,Batis pririt,Not searched,
721,Pale Batis,Batis soror,Not searched,
722,Southern Fiscal,Lanius collaris,Not searched,
723,Lesser Grey Shrike,Lanius minor,Not searched,
724,Red-backed Shrike,Lanius collurio,Not searched,
725,Souza's Shrike,Lanius souzae,Not searched,
726,Red-tailed Shrike,Lanius phoenicuroides,Not searched,
727,Southern White-crowned Shrike,Eurocephalus anguitimens,Not searched,
728,Magpie Shrike,Lanius melanoleucus,Not searched,
729,Grey-headed Bushshrike,Malaconotus blanchoti,Not searched,
730,Orange-breasted Bushshrike,Chlorophoneus sulfureopectus,Not searched,
731,Olive Bushshrike,Chlorophoneus olivaceus,Not searched,
732,Black-fronted Bushshrike,Chlorophoneus nigrifrons,Not searched,
733,Gorgeous Bushshrike,Telophorus viridis,Not searched,
734,Bokmakierie,Telophorus zeylonus,Not searched,
735,Marsh Tchagra,Bocagia minuta,Not searched,
736,Southern Tchagra,Tchagra tchagra,Not searched,
737,Brown-crowned Tchagra,Tchagra australis,Not searched,
738,Black-crowned Tchagra,Tchagra senegalus,Not searched,
739,Southern Boubou,Laniarius ferrugineus,Not searched,
740,Tropical Boubou,Laniarius major,Not searched,
741,Swamp Boubou,Laniarius bicolor,Not searched,
742,Crimson-breasted Shrike,Laniarius atrococcineus,Not searched,
743,Black-backed Puffback,Dryoscopus cubla,Not searched,
744,Brubru,Nilaus afer,Not searched,
745,White-crested Helmetshrike,Prionops plumatus,Not searched,
746,Retz's Helmetshrike,Prionops retzii,Not searched,
747,Chestnut-fronted Helmetshrike,Prionops scopifrons,Not searched,
748,Black-and-white Shrike-Flycatcher,Bias musicus,Not searched,
749,Black Cuckooshrike,Campephaga flava,Not searched,
750,Grey Cuckooshrike,Ceblepyris caesius,Not searched,
751,White-breasted Cuckooshrike,Ceblepyris pectoralis,Not searched,
752,Fork-tailed Drongo,Dicrurus adsimilis,Not searched,
753,Square-tailed Drongo,Dicrurus ludwigii,Not searched,
754,Black-headed Oriole,Oriolus larvatus,Not searched,
755,Eurasian Golden Oriole,Oriolus oriolus,Not searched,
756,African Golden Oriole,Oriolus auratus,Not searched,
757,Green-headed Oriole,Oriolus chlorocephalus,Not searched,
758,African Paradise Flycatcher,Terpsiphone viridis,Not searched,
759,Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,Not searched,
760,White-tailed Crested Flycatcher,Elminia albonotata,Not searched,
761,Fairy Flycatcher,Stenostira scita,Not searched,
762,Livingstone's Flycatcher,Erythrocercus livingstonei,Not searched,
763,Chat Flycatcher,Agricola infuscatus,Not searched,
764,Marico Flycatcher,Bradornis mariquensis,Not searched,
765,Pale Flycatcher,Agricola pallidus,Not searched,
766,Spotted Flycatcher,Muscicapa striata,Not searched,
767,African Dusky Flycatcher,Muscicapa adusta,Not searched,
768,Ashy Flycatcher,Fraseria caerulescens,Not searched,
769,Grey Tit-Flycatcher,Fraseria plumbea,Not searched,
770,Southern Black Flycatcher,Melaenornis pammelaina,Not searched,
771,Fiscal Flycatcher,Sigelus silens,Not searched,
772,Collared Flycatcher,Ficedula albicollis,Not searched,
773,European Pied Flycatcher,Ficedula hypoleuca,Not searched,
774,Southern Hyliota,Hyliota australis,Not searched,
775,Yellow-bellied Hyliota,Hyliota flavigaster,Not searched,
776,Southern Black Tit,Melaniparus niger,Not searched,
777,Carp's Tit,Melaniparus carpi,Not searched,
778,Grey Tit,Melaniparus afer,Not searched,
779,Ashy Tit,Melaniparus cinerascens,Not searched,
780,Miombo Tit,Melaniparus griseiventris,Not searched,
781,Cinnamon-breasted Tit,Melaniparus (rufiventris) pallidiventris,Not searched,
782,Rufous-bellied Tit,Melaniparus rufiventris,Not searched,
783,Cape Penduline Tit,Anthoscopus minutus,Not searched,
784,Grey Penduline Tit,Anthoscopus caroli,Not searched,
785,Dark-capped Bulbul,Pycnonotus barbatus,Not searched,
786,African Red-eyed Bulbul,Pycnonotus nigricans,Not searched,
787,Cape Bulbul,Pycnonotus capensis,Not searched,
788,Terrestrial Brownbul,Phyllastrephus terrestris,Not searched,
789,Yellow-bellied Greenbul,Chlorocichla flaviventris,Not searched,
790,Sombre Greenbul,Andropadus importunus,Not searched,
791,Stripe-cheeked Greenbul,Arizelocichla milanjensis,Not searched,
792,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,Not searched,
793,Lowland Tiny Greenbul,Phyllastrephus debilis,Not searched,
794,Yellow-throated Leaflove,Atimastillas flavigula,Not searched,
795,Eastern Nicator,Nicator gularis,Not searched,
796,Bush Blackcap,Sylvia nigricapillus,Not searched,
797,Chestnut-vented Tit-babbler,Curruca subcoerulea,Not searched,
798,Layard's Tit-babbler,Curruca layardi,Not searched,
799,Common Whitethroat,Curruca communis,Not searched,
800,Lesser Whitethroat,Curruca curruca,Not searched,
801,Eurasian Blackcap,Sylvia atricapilla,Not searched,
802,Garden Warbler,Sylvia borin,Not searched,
803,Willow Warbler,Phylloscopus trochilus,Not searched,
804,Green Warbler,Phylloscopus nitidus,Not searched,
805,Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,Not searched,
806,Dark-capped Yellow Warbler,Iduna natalensis,Not searched,
807,Icterine Warbler,Hippolais icterina,Not searched,
808,Olive-tree Warbler,Hippolais olivetorum,Not searched,
809,Upcher's Warbler,Hippolais languida,Not searched,
810,Sedge Warbler,Acrocephalus schoenobaenus,Not searched,
811,Marsh Warbler,Acrocephalus palustris,Not searched,
813,Common Reed Warbler,Acrocephalus scirpaceus,Not searched,
814,Lesser Swamp Warbler,Acrocephalus gracilirostris,Not searched,
815,Greater Swamp Warbler,Acrocephalus rufescens,Not searched,
816,Basra Reed Warbler,Acrocephalus griseldis,Not searched,
817,Great Reed Warbler,Acrocephalus arundinaceus,Not searched,
818,Little Rush Warbler,Bradypterus baboecala,Not searched,
819,Barratt's Warbler,Bradypterus barratti,Not searched,
820,Knysna Warbler,Bradypterus sylvaticus,Not searched,
821,River Warbler,Locustella fluviatilis,Not searched,
822,Broad-tailed Warbler,Catriscus brevirostris,Not searched,
823,Cape Grassbird,Sphenoeacus afer,Not searched,
824,Moustached Grass Warbler,Melocichla mentalis,Not searched,
825,Victorin's Warbler,Cryptillas victorini,Not searched,
826,Long-billed Crombec,Sylvietta rufescens,Not searched,
827,Red-faced Crombec,Sylvietta whytii,Not searched,
828,Red-capped Crombec,Sylvietta ruficapilla,Not searched,
829,Neddicky,Cisticola fulvicapilla,Not searched,
830,Short-winged Cisticola,Cisticola brachypterus,Not searched,
831,Zitting Cisticola,Cisticola juncidis,Not searched,
832,Desert Cisticola,Cisticola aridulus,Not searched,
833,Cloud Cisticola,Cisticola textrix,Not searched,
834,Wing-snapping Cisticola,Cisticola ayresii,Not searched,
835,Pale-crowned Cisticola,Cisticola cinnamomeus,Not searched,
836,Levaillant's Cisticola,Cisticola tinniens,Not searched,
837,Rufous-winged Cisticola,Cisticola galactotes,Not searched,
838,Luapula Cisticola,Cisticola luapula,Not searched,
839,Chirping Cisticola,Cisticola pipiens,Not searched,
840,Grey-backed Cisticola,Cisticola subruficapilla,Not searched,
841,Wailing Cisticola,Cisticola lais,Not searched,
842,Tinkling Cisticola,Cisticola rufilatus,Not searched,
843,Rattling Cisticola,Cisticola chiniana,Not searched,
844,Lazy Cisticola,Cisticola aberrans,Not searched,
845,Red-faced Cisticola,Cisticola erythrops,Not searched,
846,Singing Cisticola,Cisticola cantans,Not searched,
847,Croaking Cisticola,Cisticola natalensis,Not searched,
848,Tawny-flanked Prinia,Prinia subflava,Not searched,
849,Black-chested Prinia,Prinia flavicans,Not searched,
850,Drakensberg Prinia,Prinia hypoxantha,Not searched,
851,Karoo Prinia,Prinia maculosa,Not searched,
852,Namaqua Warbler,Phragmacia substriata,Not searched,
853,Rufous-eared Warbler,Malcorus pectoralis,Not searched,
854,Roberts's Warbler,Oreophilais robertsi,Not searched,
855,Red-winged Warbler,Prinia erythroptera,Not searched,
856,Cinnamon-breasted Warbler,Euryptila subcinnamomea,Not searched,
857,Barred Wren-Warbler,Calamonastes fasciolatus,Not searched,
858,Stierling's Wren-Warbler,Calamonastes stierlingi,Not searched,
859,Green-backed Camaroptera,Camaroptera brachyura,Not searched,
860,Grey-backed Camaroptera,Camaroptera brevicaudata,Not searched,
861,Bar-throated Apalis,Apalis thoracica,Not searched,
862,Rudd's Apalis,Apalis ruddi,Not searched,
863,Yellow-breasted Apalis,Apalis flavida,Not searched,
864,Chirinda Apalis,Apalis chirindensis,Not searched,
865,Black-headed Apalis,Apalis melanocephala,Not searched,
866,Yellow-bellied Eremomela,Eremomela icteropygialis,Not searched,
867,Burnt-necked Eremomela,Eremomela usticollis,Not searched,
868,Green-capped Eremomela,Eremomela scotops,Not searched,
869,Karoo Eremomela,Eremomela gregalis,Not searched,
870,Cape White-eye,Zosterops virens,Not searched,
871,Orange River White-eye,Zosterops pallidus,Not searched,
872,Southern Yellow White-eye,Zosterops anderssoni,Not searched,
873,African Spotted Creeper,Salpornis salvadori,Not searched,
874,Red-billed Oxpecker,Buphagus erythrorynchus,Not searched,
875,Yellow-billed Oxpecker,Buphagus africanus,Not searched,
876,Cape Sugarbird,Promerops cafer,Not searched,
877,Gurney's Sugarbird,Promerops gurneyi,Not searched,
878,Grey Sunbird,Cyanomitra veroxii,Not searched,
879,Olive Sunbird,Cyanomitra olivacea,Not searched,
880,Amethyst Sunbird,Chalcomitra amethystina,Not searched,
881,Scarlet-chested Sunbird,Chalcomitra senegalensis,Not searched,
882,Orange-breasted Sunbird,Anthobaphes violacea,Not searched,
883,Malachite Sunbird,Nectarinia famosa,Not searched,
884,Bronzy Sunbird,Nectarinia kilimensis,Not searched,
885,Copper Sunbird,Cinnyris cupreus,Not searched,
886,Greater Double-collared Sunbird,Cinnyris afer,Not searched,
887,Southern Double-collared Sunbird,Cinnyris chalybeus,Not searched,
888,Eastern Miombo Sunbird,Cinnyris manoensis,Not searched,
889,Marico Sunbird,Cinnyris mariquensis,Not searched,
890,Purple-banded Sunbird,Cinnyris bifasciatus,Not searched,
891,Neergaard's Sunbird,Cinnyris neergaardi,Not searched,
892,Shelley's Sunbird,Cinnyris shelleyi,Not searched,
893,Dusky Sunbird,Cinnyris fuscus,Not searched,
894,White-bellied Sunbird,Cinnyris talatala,Not searched,
895,Variable Sunbird,Cinnyris venustus,Not searched,
896,Collared Sunbird,Hedydipna collaris,Not searched,
897,Plain-backed Sunbird,Anthreptes reichenowi,Not searched,
898,Western Violet-backed Sunbird,Anthreptes longuemarei,Not searched,
899,House Sparrow,Passer domesticus,Not searched,
900,Cape Sparrow,Passer melanurus,Not searched,
901,Great Sparrow,Passer motitensis,Not searched,
902,Southern Grey-headed Sparrow,Passer diffusus,Not searched,
903,Northern Grey-headed Sparrow,Passer griseus,Not searched,
904,Yellow-throated Bush Sparrow,Gymnoris superciliaris,Not searched,
905,White-browed Sparrow-Weaver,Plocepasser mahali,Not searched,
906,Sociable Weaver,Philetairus socius,Not searched,
907,Scaly-feathered Finch,Sporopipes squamifrons,Not searched,
908,Red-billed Buffalo Weaver,Bubalornis niger,Not searched,
909,Thick-billed Weaver,Amblyospiza albifrons,Not searched,
910,Village Weaver,Ploceus cucullatus,Not searched,
911,Southern Masked Weaver,Ploceus velatus,Not searched,
912,Lesser Masked Weaver,Ploceus intermedius,Not searched,
913,Spectacled Weaver,Ploceus ocularis,Not searched,
914,Yellow Weaver,Ploceus subaureus,Not searched,
915,African Golden Weaver,Ploceus xanthops,Not searched,
916,Southern Brown-throated Weaver,Ploceus xanthopterus,Not searched,
917,Cape Weaver,Ploceus capensis,Not searched,
918,Chestnut Weaver,Ploceus rubiginosus,Not searched,
919,Dark-backed Weaver,Ploceus bicolor,Not searched,
920,Olive-headed Weaver,Ploceus olivaceiceps,Not searched,
921,Red-headed Weaver,Anaplectes rubriceps,Not searched,
922,Long-tailed Widowbird,Euplectes progne,Not searched,
923,Red-collared Widowbird,Euplectes ardens,Not searched,
924,Fan-tailed Widowbird,Euplectes axillaris,Not searched,
925,Yellow-mantled Widowbird,Euplectes macroura,Not searched,
926,White-winged Widowbird,Euplectes albonotatus,Not searched,
927,Yellow Bishop,Euplectes capensis,Not searched,
928,Yellow-crowned Bishop,Euplectes afer,Not searched,
929,Southern Red Bishop,Euplectes orix,Not searched,
930,Black-winged Bishop,Euplectes hordeaceus,Not searched,
931,Red-billed Quelea,Quelea quelea,Not searched,
932,Red-headed Quelea,Quelea erythrops,Not searched,
933,Cardinal Quelea,Quelea cardinalis,Not searched,
934,Pin-tailed Whydah,Vidua macroura,Not searched,
935,Shaft-tailed Whydah,Vidua regia,Not searched,
936,Long-tailed Paradise Whydah,Vidua paradisaea,Not searched,
937,Broad-tailed Paradise Whydah,Vidua obtusa,Not searched,
938,Dusky Indigobird,Vidua funerea,Not searched,
939,Purple Indigobird,Vidua purpurascens,Not searched,
940,Village Indigobird,Vidua chalybeata,Not searched,
941,Zambezi Indigobird,Vidua codringtoni,Not searched,
942,Cuckoo Finch,Anomalospiza imberbis,Not searched,
943,Red-headed Finch,Amadina erythrocephala,Not searched,
944,Cut-throat Finch,Amadina fasciata,Not searched,
945,Quailfinch,Ortygospiza atricollis,Not searched,
946,Locust Finch,Paludipasser locustella,Not searched,
947,African Firefinch,Lagonosticta rubricata,Not searched,
948,Jameson's Firefinch,Lagonosticta rhodopareia,Not searched,
949,Red-billed Firefinch,Lagonosticta senegala,Not searched,
950,Brown Firefinch,Lagonosticta nitidula,Not searched,
951,Red-faced Crimsonwing,Cryptospiza reichenovii,Not searched,
952,Lesser Seedcracker,Pyrenestes minor,Not searched,
953,Red-throated Twinspot,Hypargos niveoguttatus,Not searched,
954,Pink-throated Twinspot,Hypargos margaritatus,Not searched,
955,Green Twinspot,Mandingoa nitidula,Not searched,
956,Green-winged Pytilia,Pytilia melba,Not searched,
957,Orange-winged Pytilia,Pytilia afra,Not searched,
958,Orange-breasted Waxbill,Amandava subflava,Not searched,
959,Swee Waxbill,Coccopygia melanotis,Not searched,
960,Angolan Waxbill,Coccopygia bocagei,Not searched,
961,Yellow-bellied Waxbill,Coccopygia quartinia,Not searched,
962,Blue Waxbill,Uraeginthus angolensis,Not searched,
963,Violet-eared Waxbill,Granatina granatina,Not searched,
964,Common Waxbill,Estrilda astrild,Not searched,
965,Black-faced Waxbill,Brunhilda erythronotos,Not searched,
966,Grey Waxbill,Glaucestrilda perreini,Not searched,
967,Cinderella Waxbill,Glaucestrilda thomensis,Not searched,
968,Bronze Mannikin,Spermestes cucullata,Not searched,
969,Red-backed Mannikin,Spermestes nigriceps,Not searched,
970,Magpie Mannikin,Spermestes fringilloides,Not searched,
971,Black-headed Canary,Serinus alario,Not searched,
972,Cape Canary,Serinus canicollis,Not searched,
